Cake,CHESS,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,5806265170874936452,122394817649252475198
EGC,BabyDoge,0xC001BBe2B87079294C63EcE98BdD0a88D761434e,0xc748673057861a797275CD8A068AbB95A902e8de,7959046709423,872547817542555
BTCST,BabyDoge,0x78650B139471520656b9E7aA7A5e9276814a38e9,0xc748673057861a797275CD8A068AbB95A902e8de,61643614613,21232344181552116
FEG,BabyDoge,0xacFC95585D80Ab62f67A14C566C1b7a49Fe91167,0xc748673057861a797275CD8A068AbB95A902e8de,109255947570224245556,49878378107552091214
SFM,BabyDoge,0x42981d0bfbAf196529376EE702F2a9Eb9092fcB5,0xc748673057861a797275CD8A068AbB95A902e8de,11648491456790,4283260057777985687
ARV,BabyDoge,0x6679eB24F59dFe111864AEc72B443d1Da666B360,0xc748673057861a797275CD8A068AbB95A902e8de,1200797497,1281875712136346
BabyDoge,BAKE,0xc748673057861a797275CD8A068AbB95A902e8de,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,7983615356302423,20536858873936534
RACA,BabyDoge,0x12BB890508c125661E03b09EC06E404bc9289040,0xc748673057861a797275CD8A068AbB95A902e8de,16651522192142107184449,3846326210982953495
BabyDoge,QUACK,0xc748673057861a797275CD8A068AbB95A902e8de,0xD74b782E05AA25c50e7330Af541d46E18f36661C,62973797602220866,50262548289172244
SAFEMOON,BabyDoge,0x8076C74C5e3F5852037F31Ff0093Eeb8c8ADd8D3,0xc748673057861a797275CD8A068AbB95A902e8de,378130142431829009,139337861445797039387
Cake,BabyDoge,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xc748673057861a797275CD8A068AbB95A902e8de,403706594596643165222,1434255180496337145461
BabyDoge,SFP,0xc748673057861a797275CD8A068AbB95A902e8de,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,218779902861207247,1012265320837724741
BabyDoge,HERO,0xc748673057861a797275CD8A068AbB95A902e8de,0xD40bEDb44C081D2935eebA6eF5a3c8A31A1bBE13,7193196419760407,260987567420316693
BRISE,BabyDoge,0x8FFf93E810a2eDaaFc326eDEE51071DA9d398E83,0xc748673057861a797275CD8A068AbB95A902e8de,2283528115346706,934171354454776520
ALPACA,BabyDoge,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,0xc748673057861a797275CD8A068AbB95A902e8de,383797416770010751784,79560136117136392183
SAFEMOON,BNX,0x8076C74C5e3F5852037F31Ff0093Eeb8c8ADd8D3,0x8C851d1a123Ff703BD1f9dabe631b69902Df5f97,1942820947306,108012427886728
Cake,PEEL,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x734548a9e43d2D564600b1B2ed5bE9C2b911c6aB,4326963928607288848,348054102492482585143
PEEL,BRISE,0x734548a9e43d2D564600b1B2ed5bE9C2b911c6aB,0x8FFf93E810a2eDaaFc326eDEE51071DA9d398E83,77872,15
Cake,MBOX,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,3051598606501545493,25410854518694043472
MBOX,C98,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,799654515139139572,1257663666361641278
EGC,BabyDoge,0xC001BBe2B87079294C63EcE98BdD0a88D761434e,0xc748673057861a797275CD8A068AbB95A902e8de,7959046709423,872547817542555
FEG,EGC,0xacFC95585D80Ab62f67A14C566C1b7a49Fe91167,0xC001BBe2B87079294C63EcE98BdD0a88D761434e,201035778549771,169958929848068
SAFEMOON,EGC,0x8076C74C5e3F5852037F31Ff0093Eeb8c8ADd8D3,0xC001BBe2B87079294C63EcE98BdD0a88D761434e,1748753760475594,3534268509818732
Cake,EGC,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xC001BBe2B87079294C63EcE98BdD0a88D761434e,6069822679356999292,235953514765033286
HAY,WOM,0x0782b6d8c4551B9760e74c0545a9bCD90bdc41E5,0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1,667349573271349956,1499714318294365505
Cake,WOM,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1,12708056006525530,193584714055204344
Cake,VLXPAD,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xb8e3bB633F7276cc17735D86154E0ad5ec9928C0,73983841656556330,19232097392851883183
SAFEMOON,TKO,0x8076C74C5e3F5852037F31Ff0093Eeb8c8ADd8D3,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,319506937792035,542064666676164174
Cake,TKO,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,19325635131317700933,338265278235931735198
TKO,SFP,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,5921888104188883,10674008175033965
