830321124368624643,0x5b6bf0c7f989de824677cfbd507d9635965e9cd3,726416199248697756215172
6320636335425105784127,0xd74b782e05aa25c50e7330af541d46e18f36661c,1193164117874904088133356
2473899614436571861682,0xc0924edefb2c0c303de2d0c21bff07ab763163b5,12684459949732431516
21156990512549176657108,0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,1631542014674247800501604729
3062938325575078,0x520ebccc63e4d0804b35cda25978beb7159bf0cc,6320050750
379079219835188299654,0x8094e772fa4a60bdeb1dfec56ab040e17dd608d5,2680305969176306906
1013778919075530163,0x7ad7242a99f21aa543f9650a56d141c57e4f6081,20887094439
2794967070505222696486,0x799e1cf88a236e42b4a87c544a22a94ae95a6910,613219236312360405450
938124735049221935,0xfc3da4a1b6fadab364039525dd2ab7c0c16521cd,243417433416108177373011720
8287436997302134170626,0x1ae369a6ab222aff166325b7b87eb9af06c86e57,2250269015854069089990678
2966240420592576608073,0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,4799193770566784855260
748768877720005654086,0xc17c30e98541188614df99239cabd40280810ca3,1123424984288740275708437103
782741323228020205,0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,1256275914590668359475
303342626739763179190,0xca3f508b8e4dd382ee878a314789373d80a5190a,264618204743049504035
4872549892293053061434,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,238622168882449217769613
51002012165444285731,0xe02df9e3e622debdd69fb838bb799e3f168902c5,85924347466495707740949
119495437285203606546,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,156976172537658348339949
390342043039294691,0x287880ea252b52b63cc5f40a2d3e5a44aa665a76,4216607862
72829468757762050283,0xa184088a740c695e156f91f5cc086a06bb78b827,78746567720046165272
1087508470327302640681,0x78650b139471520656b9e7aa7a5e9276814a38e9,5847162701863380823390
3210452755151704676,0x0409633a72d846fc5bbe2f98d88564d35987904d,1628886409006763736670
556168337183099765672,0xb6adb74efb5801160ff749b1985fd3bd5000e938,9065367789562508954704120
728891618702475507623,0xd7c5d2a3b7868e6dd539e145c98a565f29ef3fa4,119783167230634941808754577
536597377035553576,0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,730141339352640122310
2999632519592241693523,0x19cd9b8e42d4ef62c3ea124110d5cfd283ceac43,372640424898379913
2064876914153806264294,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,2786345618709389794801691
27506888202679269,0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,169042310500457092702
566469503658361511170,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,763317132850599444519037
1716950985119452596701,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,133798079332028809621663
866844309978625053768,0x475bfaa1848591ae0e6ab69600f48d828f61a80e,121125268207860925164050318
416689001808501597928,0xfebe8c1ed424dbf688551d4e2267e7a53698f0aa,9327849111732890712850521158414
41114897699742554492,0x2e01a3df69e387e769cc0429f697fd207c02e2f0,37295300643307
623156711378667425932,0x89db9b433fec1307d3dc8908f2813e9f7a1d38f0,750734329514205135887289632
600186297584876624,0x734548a9e43d2d564600b1b2ed5be9c2b911c6ab,3522903535662527233380
865657120530576669845,0x8b303d5bbfbbf46f1a4d9741e491e06986894e18,9009904850421062706376695
15110623187538804964,0xaa9e582e5751d703f85912903bacaddfed26484c,32131848612394
138405545978934254147,0x631c2f0edabac799f07550aee4ff0bf7fd35212b,10803776217573583726270
5545939249473428415693,0xe4fae3faa8300810c835970b9187c268f55d998f,3448271695900628519584
1535270211221937666703,0x8263cd1601fe73c066bf49cc09841f35348e3be0,50151482942385905051170506
19880549364122307036,0x211ffbe424b90e25a15531ca322adf1559779e45,50741854362894663258499
26288135884059520854627,0xc748673057861a797275cd8a068abb95a902e8de,7182843980080177493906370
258262619329111771920,0xa7f552078dcc247c2684336020c03648500c6d9f,2033018590196225676487805
755651153339450504637,0xa64455a4553c9034236734faddaddbb64ace4cc7,3370658241790
1385625255148481808391,0xfea292e5ea4510881bdb840e3cec63abd43f936f,20755283057211446612302354
1486184330089296935,0x8c851d1a123ff703bd1f9dabe631b69902df5f97,3123490681115137198
100000000000000,0x138218c8e064ed2a011c9ff203759a8a1e23e6c8,405446397179961341
8797728039115607,0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,16008871561561824571
613594701596203907503,0x07e551e31a793e20dc18494ff6b03095a8f8ee36,606510487450029622852680
